LotArea,Neighborhood,BldgType,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,MoSold,YrSold,SalePrice,Siding
7446,BrkSide,1Fam,1941,1950,0.0,788,Y,788,0,788,0,0,1,0,2,1,4,2,0,0.0,0,0,4,2006,100000,WdShing
10134,OldTown,1Fam,1940,1950,0.0,735,Y,735,299,1034,0,0,1,0,2,1,5,0,Detchd,1940.0,1,240,7,2007,109000,MetalSd
9571,Edwards,1Fam,1956,1956,0.0,1144,Y,1144,0,1144,1,0,1,0,3,1,6,0,Attchd,1956.0,1,596,6,2010,129000,Wd Sdng
7200,CollgCr,1Fam,1972,1972,0.0,894,Y,894,0,894,0,0,1,0,2,1,6,0,Detchd,1985.0,2,600,9,2009,123000,MetalSd
7590,NAmes,1Fam,1962,1962,288.0,864,Y,876,936,1812,0,0,2,0,4,1,8,1,Attchd,1962.0,1,264,7,2007,169500,VinylSd
8967,IDOTRR,1Fam,1920,1950,0.0,961,Y,1077,0,1077,0,0,1,0,2,1,6,0,Detchd,1920.0,1,338,11,2007,67000,MetalSd
8125,Somerst,1Fam,2006,2007,100.0,1092,Y,1112,438,1550,1,0,2,0,2,1,7,0,Attchd,2007.0,2,438,10,2009,241000,CemntBd
14963,Veenker,TwnhsE,1996,1996,0.0,1260,Y,1288,0,1288,1,0,1,1,1,1,4,2,Attchd,1996.0,2,500,12,2008,245500,BrkFace
8767,CollgCr,1Fam,2005,2005,0.0,1310,Y,1310,0,1310,0,0,2,0,3,1,6,1,Attchd,2005.0,2,400,7,2006,164990,VinylSd
10200,Sawyer,1Fam,1940,1997,0.0,672,Y,672,0,672,0,0,1,0,2,1,4,0,Detchd,1940.0,1,240,8,2008,108000,Wd Sdng
12090,NoRidge,1Fam,1998,1998,650.0,1141,Y,1165,1098,2263,0,0,2,1,4,1,10,1,BuiltIn,1998.0,2,420,7,2006,258000,VinylSd
10364,Gilbert,1Fam,1995,1996,0.0,806,Y,806,766,1572,0,0,2,1,3,1,7,1,BuiltIn,1995.0,2,373,5,2007,168000,MetalSd
9991,Sawyer,1Fam,1976,1993,0.0,1281,Y,1620,0,1620,1,0,2,0,3,1,8,1,Attchd,1993.0,2,490,6,2009,150000,Plywood
10480,SWISU,1Fam,1936,1950,0.0,1064,Y,1166,0,1639,0,0,1,0,3,1,6,0,Detchd,1936.0,1,240,3,2008,115000,MetalSd
15576,Crawfor,1Fam,1915,1976,0.0,840,Y,840,840,1680,0,0,2,0,4,1,8,0,Attchd,1960.0,1,308,3,2008,177000,Wd Sdng
14154,NridgHt,1Fam,2006,2006,350.0,1063,Y,1071,1101,2172,0,0,2,1,3,1,9,1,Attchd,2006.0,3,947,8,2007,280000,VinylSd
10800,Somerst,1Fam,2007,2008,100.0,1034,Y,1050,1028,2078,1,0,2,1,3,1,8,1,Attchd,2008.0,3,836,4,2008,339750,VinylSd
9571,Edwards,1Fam,1958,1958,0.0,1276,Y,1276,0,1276,0,0,1,0,3,1,5,0,Attchd,1958.0,1,350,6,2009,60000,BrkComm
4403,Somerst,1Fam,2009,2009,432.0,1470,Y,1478,0,1478,1,0,2,1,2,1,7,1,Attchd,2009.0,2,484,6,2010,222000,MetalSd
8960,OldTown,1Fam,1927,1950,0.0,1008,Y,1028,0,1028,0,0,1,0,2,1,5,1,Detchd,1927.0,2,360,3,2010,115000,WdShing
11228,SawyerW,1Fam,1993,1993,0.0,1080,Y,1080,1017,2097,0,1,2,1,3,1,9,1,Attchd,1993.0,3,678,12,2008,228000,VinylSd
8899,Gilbert,1Fam,2007,2007,0.0,1340,Y,1340,0,1340,0,0,2,0,3,1,6,0,Attchd,2007.0,2,396,8,2007,181134,VinylSd
7844,Sawyer,1Fam,1978,1978,203.0,672,Y,672,728,1400,0,0,1,1,3,1,6,1,Attchd,1978.0,2,440,3,2006,149500,HdBoard
8160,Edwards,1Fam,1940,1950,0.0,756,N,756,378,1134,1,0,1,1,3,1,7,0,Detchd,1940.0,1,240,4,2007,126000,MetalSd
8450,NAmes,1Fam,1968,1968,0.0,1056,Y,1056,0,1056,1,0,1,0,3,1,6,1,Attchd,1968.0,1,304,7,2010,142000,VinylSd
16635,NWAmes,1Fam,1977,2000,126.0,1602,Y,1602,0,1602,0,1,2,0,3,1,8,1,Attchd,1977.0,2,529,6,2009,215000,CemntBd
21750,Mitchel,1Fam,1954,1954,0.0,988,Y,988,0,988,0,0,1,0,2,1,4,0,Attchd,1954.0,2,520,2,2008,113000,HdBoard
9000,NAmes,1Fam,1956,1956,74.0,1196,Y,1196,0,1196,1,0,1,0,2,1,6,1,Attchd,1956.0,1,297,5,2008,139000,Wd Sdng
3378,OldTown,1Fam,1946,1992,0.0,651,Y,707,682,1389,0,0,1,1,3,1,6,2,Detchd,1947.0,1,240,9,2009,135000,HdBoard
12800,SawyerW,1Fam,1989,1989,145.0,1518,Y,1644,0,1644,1,1,2,0,2,1,5,1,Attchd,1989.0,2,569,8,2009,275000,Wd Sdng
8593,NAmes,1Fam,1957,1957,0.0,907,Y,907,0,907,0,0,1,0,3,1,5,0,Detchd,1964.0,1,352,7,2008,109008,MetalSd
6762,CollgCr,1Fam,2007,2007,108.0,1208,Y,1208,0,1208,1,0,2,0,2,1,6,0,Attchd,2007.0,2,628,9,2007,195400,VinylSd
11457,Timber,1Fam,1988,1988,0.0,1392,Y,1412,0,1412,1,0,2,0,3,1,6,1,Attchd,1988.0,2,576,3,2009,175000,HdBoard
5586,OldTown,1Fam,1920,1998,0.0,901,Y,1088,110,1198,0,0,1,0,4,1,7,0,0,0.0,0,0,9,2008,79900,MetalSd
1920,BrDale,TwnhsE,1971,1971,376.0,765,Y,765,600,1365,1,0,1,1,2,1,6,0,Detchd,1971.0,2,440,8,2007,122500,HdBoard
10839,Gilbert,1Fam,1997,1998,0.0,926,Y,926,678,1604,0,0,2,1,3,1,7,1,Attchd,1997.0,2,470,7,2008,181000,VinylSd
1890,MeadowV,Twnhs,1972,1972,0.0,630,Y,630,0,630,1,0,1,0,1,1,3,0,0,0.0,0,0,6,2008,81000,CemntBd
10667,CollgCr,1Fam,1996,1996,0.0,799,Y,827,834,1661,1,0,2,1,3,1,6,1,Attchd,1996.0,2,550,4,2009,212000,VinylSd
4400,OldTown,1Fam,1920,1950,0.0,648,Y,734,384,1118,0,0,1,0,2,1,6,0,Detchd,1990.0,2,440,10,2006,116000,Stucco
6000,BrkSide,1Fam,1926,2004,0.0,884,Y,904,0,904,0,0,1,0,2,1,4,0,Detchd,1926.0,1,180,1,2009,119000,Wd Sdng
4280,Crawfor,1Fam,1913,2002,0.0,440,N,694,0,694,0,0,1,0,2,1,4,1,Detchd,1990.0,1,352,3,2007,90350,WdShing
12354,Edwards,1Fam,1920,2000,0.0,684,Y,684,512,1196,0,0,1,0,3,1,7,0,Detchd,2005.0,2,528,8,2009,110000,Wd Sdng
6240,BrkSide,1Fam,1930,1992,0.0,1078,Y,1128,445,1573,0,0,2,0,3,1,8,1,Detchd,1930.0,2,360,6,2008,162900,MetalSd
3922,Blmngtn,TwnhsE,2006,2007,72.0,1258,Y,1258,0,1258,0,0,2,0,2,1,6,1,Attchd,2007.0,3,648,6,2007,172500,WdShing
8750,CollgCr,1Fam,1994,1995,0.0,915,Y,933,975,1908,1,0,2,1,4,1,8,1,Attchd,1994.0,2,493,7,2008,210000,VinylSd
9855,Edwards,1Fam,1956,1956,0.0,1436,Y,1689,0,1689,0,0,1,0,3,1,7,1,Attchd,1956.0,2,480,11,2009,127500,Wd Sdng
16492,NAmes,1Fam,1966,2002,0.0,1517,Y,1888,0,1888,0,0,2,1,2,1,6,1,Attchd,1966.0,2,578,6,2010,190000,BrkFace
11214,Gilbert,1Fam,1998,1999,0.0,930,Y,956,930,1886,0,0,2,1,4,1,10,1,Attchd,1998.0,2,431,7,2006,199900,VinylSd
8600,IDOTRR,1Fam,1937,1950,0.0,780,Y,780,596,1376,0,0,2,0,3,1,7,1,Detchd,1937.0,1,198,6,2006,119500,MetalSd
6000,OldTown,1Fam,1948,2002,0.0,649,Y,679,504,1183,0,0,1,1,2,1,6,0,Detchd,1981.0,1,308,6,2007,120000,MetalSd
5684,OldTown,1Fam,1930,2005,0.0,813,Y,813,0,813,0,0,1,0,2,1,5,0,Detchd,1932.0,1,270,6,2006,110000,Wd Sdng
9303,Timber,1Fam,1996,1997,42.0,872,Y,888,868,1756,1,0,2,1,3,1,7,0,Attchd,1996.0,2,422,7,2007,204000,VinylSd
9000,Somerst,1Fam,2008,2008,0.0,768,Y,786,804,1590,0,0,2,1,3,1,6,0,Attchd,2008.0,2,676,6,2009,210000,VinylSd
9600,NWAmes,1Fam,1973,1973,320.0,1242,Y,1242,0,1242,0,0,1,1,3,1,6,1,Attchd,1973.0,2,528,9,2007,175500,HdBoard
4571,OldTown,1Fam,1916,1950,0.0,624,N,624,720,1344,0,0,1,0,4,1,7,0,Detchd,1916.0,3,513,5,2008,98000,AsbShng
5100,OldTown,1Fam,1925,1996,0.0,588,Y,833,833,1666,0,0,1,0,3,1,7,1,Detchd,1925.0,1,228,6,2008,161000,Stucco
7015,BrkSide,1Fam,1950,1950,161.0,709,Y,979,224,1203,1,0,1,0,3,1,5,1,Detchd,1950.0,1,352,7,2009,110000,MetalSd
8004,Somerst,1Fam,2009,2009,110.0,832,Y,832,1103,1935,1,0,2,1,3,1,8,0,BuiltIn,2009.0,2,552,12,2009,263435,VinylSd
7200,SWISU,1Fam,1936,2007,0.0,560,Y,575,560,1135,1,0,1,0,3,1,6,0,Detchd,1971.0,2,576,4,2009,155000,Wd Sdng
8281,Sawyer,1Fam,1965,1965,0.0,864,Y,864,0,864,0,0,1,0,3,1,5,1,Detchd,1965.0,1,360,12,2009,62383,MetalSd
11988,Crawfor,1Fam,1934,1995,0.0,715,Y,849,811,1660,0,0,1,1,3,1,6,1,Detchd,1939.0,1,240,8,2008,188700,Stucco
8430,CollgCr,1Fam,1978,1978,136.0,1040,Y,1040,0,1040,0,0,2,0,3,1,5,0,0,0.0,0,0,8,2009,124000,HdBoard
3072,Blmngtn,TwnhsE,2004,2004,18.0,1375,Y,1414,0,1414,0,0,2,0,2,1,6,1,Attchd,2004.0,2,398,5,2006,178740,VinylSd
10628,NAmes,1Fam,1970,1970,0.0,1277,Y,1277,0,1277,1,0,1,0,2,1,5,1,Attchd,1970.0,2,526,4,2007,167000,Plywood
9480,NAmes,1Fam,1942,1995,224.0,728,Y,888,756,1644,0,0,1,1,3,1,7,2,Attchd,1942.0,1,312,6,2007,146500,MetalSd
11428,NridgHt,1Fam,2006,2006,248.0,1626,Y,1634,0,1634,0,0,2,0,3,1,7,1,Attchd,2006.0,3,866,5,2007,250000,VinylSd
9291,SawyerW,1Fam,1993,1993,120.0,832,Y,832,878,1710,0,0,2,1,3,1,7,0,Attchd,1993.0,2,506,6,2008,187000,HdBoard
6820,StoneBr,TwnhsE,1985,1985,0.0,1488,Y,1502,0,1502,1,0,1,1,1,1,4,0,Attchd,1985.0,2,528,6,2010,212000,HdBoard
11952,NWAmes,1Fam,1977,1977,0.0,808,Y,1161,808,1969,0,0,2,1,3,1,8,1,Attchd,1977.0,2,534,11,2007,190000,WdShing
3675,Edwards,TwnhsE,2005,2005,80.0,547,Y,1072,0,1072,1,0,1,0,2,1,5,0,Basment,2005.0,2,525,6,2008,148000,VinylSd
14977,NridgHt,1Fam,2006,2007,304.0,1976,Y,1976,0,1976,1,0,2,0,2,1,7,1,Attchd,2006.0,3,908,7,2007,440000,VinylSd
5330,StoneBr,TwnhsE,2000,2000,0.0,1494,Y,1652,0,1652,1,0,2,0,2,1,6,0,Attchd,2000.0,2,499,8,2007,251000,CemntBd
8480,Sawyer,1Fam,1963,1963,0.0,970,Y,970,0,970,1,0,1,0,2,1,5,0,Detchd,1996.0,2,624,7,2007,132500,HdBoard
13125,CollgCr,1Fam,1997,1998,215.0,1478,Y,1493,0,1493,1,0,2,0,3,1,7,1,Attchd,1997.0,2,508,4,2008,208900,VinylSd
10637,CollgCr,1Fam,2007,2008,336.0,1705,Y,1718,0,1718,1,0,2,0,3,1,7,1,Attchd,2007.0,3,826,9,2009,297000,VinylSd
5925,OldTown,1Fam,1937,2000,435.0,907,Y,1131,0,1131,0,0,1,0,2,1,7,0,Detchd,1995.0,2,672,3,2007,89471,Stucco
16033,NridgHt,1Fam,2004,2005,378.0,1833,Y,1850,0,1850,1,0,2,0,3,1,8,1,Attchd,2004.0,3,772,3,2006,326000,VinylSd
11846,NridgHt,1Fam,2003,2004,562.0,1792,Y,1792,0,1792,1,0,2,0,2,1,6,1,Attchd,2003.0,3,874,8,2006,374000,VinylSd
2500,OldTown,1Fam,1915,2005,0.0,910,Y,916,910,1826,1,0,1,1,4,1,7,1,Attchd,1915.0,1,164,6,2009,155000,Stucco
4500,Mitchel,Twnhs,1998,1998,116.0,1216,Y,1216,0,1216,1,0,2,0,2,1,5,0,Attchd,1998.0,2,402,5,2006,164000,VinylSd
7758,Sawyer,1Fam,1962,2001,0.0,999,Y,999,0,999,1,0,1,0,3,1,6,0,Detchd,1963.0,1,264,3,2007,132500,HdBoard
9600,NAmes,1Fam,1950,2007,0.0,1113,Y,1113,0,1113,0,0,1,0,3,1,5,1,Attchd,1950.0,1,264,7,2009,147000,MetalSd
10289,NAmes,1Fam,1965,1965,168.0,1073,Y,1073,0,1073,1,0,1,1,3,1,6,0,Attchd,1965.0,2,515,6,2007,156000,MetalSd
12243,NWAmes,1Fam,1971,1971,0.0,1484,Y,1484,0,1484,0,0,2,0,3,1,7,1,Attchd,1971.0,2,487,2,2007,175000,Plywood
1526,MeadowV,Twnhs,1970,2002,0.0,630,Y,630,0,630,1,0,1,0,1,1,3,0,Attchd,1970.0,1,286,5,2009,86000,CemntBd
2665,MeadowV,TwnhsE,1976,1976,0.0,264,Y,616,688,1304,0,0,1,1,3,1,4,1,BuiltIn,1976.0,1,336,6,2008,115000,CemntBd
9490,NAmes,1Fam,1941,1950,0.0,806,Y,958,620,1578,1,0,1,0,3,1,5,2,Attchd,1941.0,1,240,8,2006,133000,Wd Sdng
15578,Gilbert,1Fam,2006,2006,0.0,728,Y,728,728,1456,0,0,2,1,3,1,8,0,Attchd,2006.0,2,429,5,2006,172785,VinylSd
7931,NAmes,1Fam,1960,1960,0.0,1269,Y,1269,0,1269,0,0,1,1,3,1,6,1,Detchd,1964.0,1,308,6,2008,155000,BrkFace
5784,OldTown,1Fam,1938,1996,0.0,190,Y,886,0,886,0,0,1,0,2,1,4,0,Attchd,1938.0,1,273,12,2009,91300,MetalSd
7879,IDOTRR,1Fam,1920,1950,0.0,720,N,720,0,720,0,0,1,0,2,1,4,0,0,0.0,0,0,11,2009,34900,Wd Sdng
9120,BrkSide,1Fam,1925,1950,0.0,1026,Y,1133,687,1820,1,0,2,0,4,1,8,0,Detchd,1925.0,1,240,6,2008,184000,Wd Sdng
7800,Sawyer,1Fam,1967,2004,89.0,864,Y,899,0,899,0,0,1,0,3,1,5,0,Attchd,1967.0,1,288,6,2009,130000,HdBoard
7535,NAmes,1Fam,1958,1985,0.0,912,Y,912,0,912,0,1,1,0,2,1,5,0,Attchd,1958.0,1,297,6,2007,120000,MetalSd
1890,BrDale,Twnhs,1973,1973,285.0,672,Y,672,546,1218,0,0,1,1,3,1,7,0,Detchd,1973.0,1,264,5,2007,113000,HdBoard
9803,Somerst,1Fam,2005,2005,0.0,866,Y,866,902,1768,0,0,2,1,3,1,7,0,Attchd,2005.0,2,603,2,2008,226700,VinylSd
9170,Edwards,1Fam,1965,1965,0.0,1214,Y,1214,0,1214,1,0,1,0,2,1,6,0,Detchd,1965.0,2,461,4,2007,140000,MetalSd
15602,Crawfor,1Fam,1959,1997,0.0,1501,Y,1801,0,1801,1,0,2,0,1,1,6,2,Attchd,1959.0,2,484,3,2010,289000,BrkFace
2308,NPkVill,TwnhsE,1974,1974,0.0,855,Y,855,467,1322,0,1,2,1,3,1,6,1,Attchd,1974.0,2,440,6,2009,147000,Plywood
9554,SawyerW,1Fam,1993,1994,125.0,777,Y,1065,846,1911,0,0,2,1,3,1,8,1,Attchd,1993.0,2,471,9,2006,215000,VinylSd
7862,Somerst,1Fam,2009,2009,0.0,1218,Y,1218,0,1218,0,0,2,0,2,1,4,0,Attchd,2009.0,2,676,9,2009,208300,VinylSd
9600,OldTown,1Fam,1928,2005,0.0,689,Y,689,689,1378,0,0,2,0,3,1,7,1,Detchd,1928.0,2,360,10,2008,161000,MetalSd
9600,NAmes,1Fam,1959,1959,132.0,1041,Y,1041,0,1041,1,0,1,0,3,1,6,0,Attchd,1959.0,1,270,7,2009,124500,MetalSd
14559,NAmes,1Fam,1951,2000,70.0,1008,Y,1363,0,1363,1,0,1,0,2,1,6,2,CarPort,1951.0,1,288,6,2009,164900,Wd Sdng
6792,NridgHt,TwnhsE,2005,2006,94.0,1368,Y,1368,0,1368,0,0,2,0,2,1,6,1,Attchd,2005.0,2,474,3,2006,202665,VinylSd
9100,NAmes,1Fam,1958,1958,0.0,864,Y,864,0,864,1,0,1,0,3,1,5,0,Detchd,1964.0,2,624,7,2006,129900,VinylSd
9187,Mitchel,1Fam,1983,1983,0.0,1084,Y,1080,0,1080,0,0,1,1,3,1,5,0,Attchd,1983.0,2,484,6,2007,134000,VinylSd
10594,Crawfor,1Fam,1926,1950,0.0,768,N,789,0,789,0,0,1,0,2,1,5,0,Detchd,1926.0,1,200,6,2007,96500,Wd Sdng
10448,NWAmes,1Fam,1972,1972,333.0,689,Y,1378,741,2119,0,0,2,1,3,1,7,1,Attchd,1972.0,2,583,8,2009,158000,HdBoard
10208,NoRidge,1Fam,1996,1997,921.0,1264,Y,1277,1067,2344,0,0,2,1,3,1,7,1,Attchd,1996.0,3,889,7,2009,265000,VinylSd
9531,CollgCr,1Fam,1998,1998,0.0,794,Y,882,914,1796,1,0,2,1,3,1,7,0,Attchd,1998.0,2,546,5,2007,211000,VinylSd
10918,Crawfor,1Fam,1926,2004,0.0,1276,Y,1276,804,2080,0,0,1,1,3,1,9,2,Detchd,1926.0,1,282,6,2009,234000,MetalSd
11988,NAmes,1Fam,1957,1957,0.0,1244,Y,1244,0,1244,0,0,1,1,3,1,6,2,Attchd,1957.0,1,336,5,2007,150000,VinylSd
5000,BrkSide,1Fam,1947,1950,0.0,1004,Y,1004,660,1664,0,0,2,0,3,1,7,2,Detchd,1950.0,2,420,10,2006,159000,CemntBd
11787,NoRidge,1Fam,1996,1997,594.0,1379,Y,1383,1015,2398,1,0,2,1,3,1,8,1,Attchd,1996.0,3,834,8,2007,315750,VinylSd
7500,Somerst,1Fam,2005,2005,0.0,1257,Y,1266,0,1266,0,0,2,0,3,1,6,1,Attchd,2005.0,2,453,4,2006,176000,VinylSd
13300,NAmes,1Fam,1956,2000,0.0,928,Y,928,0,928,0,0,1,0,2,1,4,0,Attchd,1956.0,1,252,6,2007,132000,Wd Sdng
9098,Edwards,1Fam,1920,2002,0.0,528,Y,605,0,605,1,0,1,0,2,1,5,0,0,0.0,0,0,7,2007,86000,Wd Sdng
10200,Timber,1Fam,1988,1989,219.0,1461,Y,1509,0,1509,1,0,2,0,3,1,5,1,Attchd,1988.0,2,600,8,2008,175000,HdBoard
6155,BrkSide,1Fam,1920,1999,0.0,611,Y,751,611,1362,0,0,2,0,3,1,6,0,Detchd,1920.0,2,502,6,2008,128000,Wd Sdng
7200,NAmes,1Fam,1955,2007,0.0,0,Y,827,0,827,0,0,1,0,2,1,5,1,Detchd,1967.0,1,392,4,2010,107500,VinylSd
9056,Gilbert,1Fam,2004,2004,0.0,707,Y,707,707,1414,0,0,2,1,3,1,6,1,Attchd,2004.0,2,403,10,2006,178000,VinylSd
7000,Edwards,2fmCon,1910,1991,0.0,1117,Y,820,527,1347,1,0,1,0,3,1,5,0,0,0.0,0,0,1,2008,107500,MetalSd
8924,CollgCr,1Fam,1998,1999,0.0,880,Y,880,844,1724,0,0,2,1,3,1,8,0,Attchd,1998.0,2,527,7,2008,188000,VinylSd
12735,NAmes,1Fam,1972,1972,0.0,864,Y,864,0,864,0,0,1,0,3,1,5,0,Detchd,1980.0,2,576,4,2008,111250,MetalSd
11553,Sawyer,1Fam,1968,1968,188.0,1051,Y,1159,0,1159,0,0,1,1,3,1,7,1,Attchd,1968.0,1,336,7,2006,158000,Plywood
11423,CollgCr,1Fam,2001,2002,479.0,1581,Y,1601,0,1601,1,0,2,0,3,1,6,1,Attchd,2001.0,2,670,5,2010,272000,VinylSd
14601,Timber,1Fam,2006,2006,584.0,1838,Y,1838,0,1838,1,0,2,0,2,1,8,1,Attchd,2006.0,3,765,3,2009,315000,VinylSd
11000,NoRidge,1Fam,2000,2000,72.0,969,Y,997,1288,2285,0,0,2,1,4,1,8,1,BuiltIn,2000.0,3,648,6,2007,248000,VinylSd
10140,NWAmes,1Fam,1998,1999,0.0,1650,Y,1680,0,1680,1,0,2,0,3,1,7,1,Attchd,1998.0,2,583,6,2009,213250,VinylSd
4058,NAmes,TwnhsE,1998,1998,182.0,723,Y,767,0,767,1,0,1,0,1,1,4,0,Attchd,1998.0,1,367,6,2007,133000,MetalSd
17104,Gilbert,1Fam,2006,2006,0.0,654,Y,664,832,1496,1,0,2,1,3,1,7,1,Attchd,2006.0,2,426,9,2006,179665,VinylSd
13837,NWAmes,1Fam,1988,1988,178.0,1204,Y,1377,806,2183,0,0,2,1,4,1,9,0,Attchd,1988.0,3,786,2,2006,229000,HdBoard
8737,BrkSide,1Fam,1923,1950,0.0,1065,Y,915,720,1635,0,0,1,1,3,1,6,1,Detchd,1950.0,2,440,5,2007,210000,BrkFace
7244,Mitchel,1Fam,1970,1970,0.0,768,Y,768,0,768,1,0,1,0,2,1,5,0,Detchd,1987.0,2,624,4,2007,129500,VinylSd
8235,OldTown,1Fam,1955,1995,0.0,825,Y,825,0,825,1,0,1,0,2,1,4,0,Detchd,1963.0,2,720,6,2008,125000,MetalSd
9375,Somerst,1Fam,2003,2004,0.0,912,Y,912,1182,2094,0,0,2,1,4,1,8,1,BuiltIn,2003.0,2,615,11,2009,263000,VinylSd
4043,NPkVill,TwnhsE,1977,1977,0.0,1069,Y,1069,0,1069,0,0,2,0,2,1,4,0,Attchd,1977.0,2,440,10,2008,140000,Plywood
6000,OldTown,1Fam,1957,1957,0.0,928,Y,928,0,928,0,0,1,0,3,1,5,0,Attchd,1957.0,1,288,6,2008,112500,BrkFace
11146,NridgHt,1Fam,2006,2006,250.0,1709,Y,1717,0,1717,0,0,2,0,3,1,7,1,Attchd,2006.0,3,908,7,2009,255500,VinylSd
8777,Edwards,1Fam,1949,2003,0.0,0,Y,1126,0,1126,0,0,2,0,2,1,5,0,Detchd,2002.0,2,520,5,2009,108000,VinylSd
10625,NridgHt,1Fam,2003,2004,292.0,998,Y,1006,1040,2046,1,0,2,1,3,1,8,1,BuiltIn,2003.0,3,871,8,2008,284000,VinylSd
6380,BrkSide,1Fam,1922,1950,0.0,993,Y,1048,0,1048,0,0,1,0,2,1,5,1,Detchd,1922.0,1,280,8,2006,113000,MetalSd
14850,NAmes,1Fam,1957,1957,0.0,1092,Y,1092,0,1092,1,0,1,0,2,1,6,1,Attchd,1957.0,1,299,5,2006,141000,Wd Sdng
11040,IDOTRR,1Fam,1920,1950,0.0,637,Y,897,439,1336,0,0,1,1,3,1,7,0,CarPort,1994.0,1,570,9,2006,108000,MetalSd
21872,Gilbert,1Fam,1996,1997,0.0,729,Y,729,717,1446,0,1,2,1,3,1,6,1,Attchd,1996.0,2,406,8,2008,175000,HdBoard
3196,Blmngtn,TwnhsE,2003,2004,18.0,1374,Y,1557,0,1557,0,0,2,0,2,1,7,1,Attchd,2003.0,2,420,10,2006,234000,VinylSd
11341,Sawyer,1Fam,1957,1996,180.0,1392,Y,1392,0,1392,1,0,1,1,3,1,5,1,Detchd,1957.0,2,528,5,2010,121500,Wd Sdng
10010,Mitchel,1Fam,1974,1975,0.0,1389,Y,1389,0,1389,1,0,1,0,2,1,6,1,Attchd,1975.0,2,418,4,2006,170000,HdBoard
13907,Edwards,1Fam,1940,1969,0.0,996,Y,996,0,996,1,0,1,0,3,1,6,1,0,0.0,0,0,7,2008,108000,WdShing
21780,Edwards,1Fam,1918,1950,0.0,1163,Y,1163,511,1674,0,0,2,0,4,1,8,1,Detchd,1955.0,2,396,7,2008,185000,Wd Sdng
13346,NoRidge,1Fam,1992,2000,0.0,1095,Y,1166,1129,2295,1,0,2,1,4,1,9,1,Attchd,1992.0,2,590,7,2006,268000,HdBoard
6858,SWISU,1Fam,1915,1950,0.0,806,N,841,806,1647,1,0,1,1,4,1,6,0,Detchd,1920.0,1,216,5,2010,128000,Wd Sdng
10171,NridgHt,1Fam,2004,2004,168.0,1517,Y,1535,0,1535,0,0,2,0,3,1,7,0,Attchd,2004.0,2,532,3,2010,214000,VinylSd
12327,SawyerW,1Fam,1983,2009,0.0,1496,Y,1496,636,2132,1,0,1,1,1,1,5,1,BuiltIn,1983.0,2,612,9,2009,316600,Wd Sdng
7032,NAmes,Duplex,1979,1979,0.0,943,Y,943,0,943,1,0,1,0,2,1,4,2,Detchd,1979.0,2,600,12,2006,135960,MetalSd
7332,NAmes,1Fam,1959,1959,207.0,864,Y,864,0,864,1,0,1,0,2,1,4,0,Attchd,1959.0,1,288,10,2006,120000,WdShing
13159,Timber,1Fam,2009,2009,0.0,846,Y,846,846,1692,0,0,2,1,3,1,6,0,Attchd,2009.0,2,650,7,2009,224500,VinylSd
9967,Gilbert,1Fam,2000,2000,0.0,384,Y,774,656,1430,0,0,2,1,3,1,8,1,BuiltIn,2000.0,2,400,12,2007,170000,VinylSd
10500,NAmes,1Fam,1971,2005,82.0,372,Y,576,533,1109,0,1,1,0,3,1,5,0,BuiltIn,1971.0,1,288,12,2007,139000,MetalSd
8480,NAmes,1Fam,1947,1950,0.0,832,Y,832,384,1216,0,0,1,0,2,1,6,0,Detchd,1947.0,1,336,10,2008,118500,MetalSd
6292,SWISU,1Fam,1928,1950,0.0,861,Y,877,600,1477,0,1,2,0,3,1,6,1,Detchd,1928.0,1,216,8,2009,145000,Wd Sdng
11777,Sawyer,1Fam,1966,1966,97.0,1164,Y,1320,0,1320,1,0,1,0,3,1,6,2,Attchd,1966.0,2,564,5,2006,164500,VinylSd
3604,Somerst,TwnhsE,2007,2007,0.0,689,Y,703,689,1392,0,0,2,0,2,1,5,0,Detchd,2007.0,2,540,2,2008,146000,VinylSd
12150,OldTown,1Fam,1954,1954,335.0,1050,N,1050,745,1795,0,0,2,0,4,1,7,0,Attchd,1954.0,1,352,11,2008,131500,MetalSd
14585,NAmes,1Fam,1960,1987,85.0,1144,Y,1429,0,1429,0,1,1,0,3,1,7,2,Attchd,1960.0,2,572,6,2007,181900,Wd Sdng
11841,Edwards,Duplex,1990,1990,104.0,816,Y,816,0,816,1,0,1,0,3,1,5,0,0,0.0,0,0,5,2007,118500,HdBoard
6120,BrkSide,1Fam,1935,1995,0.0,884,Y,989,584,1573,0,0,1,0,3,1,6,0,Detchd,1935.0,1,240,7,2009,133000,AsbShng
10267,BrkSide,1Fam,1918,2000,0.0,816,Y,838,0,838,1,0,1,0,2,1,5,0,Detchd,1961.0,1,275,5,2008,130000,Stucco
8740,Sawyer,1Fam,1982,1982,0.0,840,Y,860,0,860,1,0,1,0,2,1,4,0,Detchd,1996.0,2,528,7,2009,137000,HdBoard
9100,BrkSide,1Fam,1930,1960,0.0,742,Y,779,0,935,0,0,1,0,2,1,4,0,Detchd,1988.0,1,308,8,2008,79500,VinylSd
